latent_dim1,latent_dim2,日期,開盤,最高,最低,收盤,成交量,外資餘額,外資買賣超,投信餘額,投信買賣超,自營商餘額,自營商買賣超,法人餘額,法人買賣超,主力買賣超,台灣平均工時年增率,台灣平均薪資年增率,台灣失業率(經季節性調整),台灣房屋建築工程業類指數,台灣建築貸款年增率,台灣消費者住宅貸款
0.4798649,-0.17657861,2012/6/5,723.05,728.41,721.64,727.3,384378,3438.71,1.15,168.01,0.23,108.02,-0.23,3714.74,1.14,0.06,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.47549456,-0.15288866,2012/6/6,731.15,732.86,725.18,731.88,393378,3435.16,-3.33,171.42,3.41,108.44,0.4,3715.02,0.48,-1.29,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.47150213,-0.194356,2012/6/7,742.8,744.21,735.86,739.22,495402,3437.76,2.85,171.55,0.13,108.0,-0.45,3717.31,2.53,1.41,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.47659284,-0.18228996,2012/6/8,739.02,744.18,734.82,739.13,335283,3436.64,0.12,171.96,0.41,108.05,0.04,3716.64,0.57,0.26,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.45176047,-0.23792899,2012/6/11,750.84,756.28,749.33,753.51,388590,3441.97,6.58,172.17,0.21,108.25,0.19,3722.39,6.98,3.58,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.48080832,-0.16904533,2012/6/12,743.42,748.04,741.69,746.47,260826,3439.88,-1.96,172.35,0.18,108.11,-0.15,3720.34,-1.92,-0.42,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.48172385,-0.14807928,2012/6/13,749.13,752.6,742.58,749.68,326069,3435.54,-3.45,172.48,0.13,108.08,-0.03,3716.11,-3.35,-1.57,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.47954196,-0.15457508,2012/6/14,750.65,754.9,747.39,748.96,345938,3432.88,-2.41,172.71,0.23,108.51,0.42,3714.1,-1.76,-1.85,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.48340422,-0.14778703,2012/6/15,752.32,761.84,751.42,759.88,679875,3433.84,-1.39,172.67,-0.04,109.31,0.8,3715.83,-0.63,-1.61,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.46186644,-0.21984446,2012/6/18,776.03,778.0,768.52,770.59,574583,3437.75,3.44,172.84,0.17,109.27,-0.04,3719.87,3.57,3.53,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.47653908,-0.1935105,2012/6/19,768.89,769.71,761.5,763.72,347274,3437.78,0.15,173.17,0.33,109.06,-0.21,3720.02,0.27,1.29,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.4618377,-0.21190485,2012/6/20,766.86,771.15,764.26,771.15,410840,3436.78,1.6,174.52,1.34,109.25,0.17,3720.55,3.12,2.24,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.4805177,-0.1627016,2012/6/21,762.99,762.99,757.86,759.42,358789,3434.25,-1.84,173.94,-0.58,108.86,-0.39,3717.05,-2.81,-0.79,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.46457094,-0.095585704,2012/6/22,751.28,753.24,746.63,752.27,347688,3426.84,-7.44,173.63,-0.3,109.45,0.58,3709.92,-7.17,-5.65,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.46573216,-0.09594351,2012/6/25,751.82,751.82,744.7,746.43,336095,3419.83,-6.99,173.53,-0.1,109.02,-0.43,3702.38,-7.53,-5.11,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.47771543,-0.17695498,2012/6/26,742.81,747.04,742.81,746.22,232905,3419.81,0.04,173.3,-0.23,108.84,-0.19,3701.95,-0.37,-1.05,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.47629386,-0.1841327,2012/6/27,745.36,756.15,742.59,753.4,406080,3420.09,0.54,173.39,0.09,109.07,0.23,3702.55,0.86,-0.01,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.4792425,-0.14552447,2012/6/28,758.16,759.19,749.38,749.38,359876,3409.87,-2.69,173.4,0.01,109.46,0.4,3692.73,-2.29,-2.82,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.43015522,-0.2623879,2012/6/29,750.97,765.62,749.52,765.62,461888,3419.4,8.64,172.9,0.32,110.34,0.86,3702.64,9.83,4.47,-1.220866,2.48,4.27,102.31,11.490671,5319714
0.55154675,-0.2277433,2012/7/2,773.94,780.37,772.33,776.94,764339,3415.06,-4.47,176.2,3.29,110.69,0.35,3701.95,-0.83,0.03,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.54610413,-0.29637772,2012/7/3,777.97,782.85,774.33,780.69,682108,3421.95,8.59,176.73,0.53,111.66,0.96,3710.34,10.09,4.13,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.54822904,-0.24537206,2012/7/4,784.65,790.55,783.18,786.36,697764,3421.2,2.04,177.66,0.93,111.96,0.31,3710.82,3.28,0.85,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5375634,-0.27978063,2012/7/5,785.07,787.52,780.73,783.16,1081561,3437.81,14.77,178.22,0.56,111.27,-0.69,3727.3,14.64,-0.73,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.54564995,-0.20044553,2012/7/6,783.12,783.96,775.64,782.09,473980,3438.9,-0.13,178.0,-0.22,110.94,-0.34,3727.83,-0.69,-1.2,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5486265,-0.22194868,2012/7/9,776.7,780.39,775.1,777.55,293731,3439.98,1.53,178.35,0.35,111.28,0.35,3729.61,2.23,-0.79,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.54452425,-0.2199465,2012/7/10,776.5,780.59,771.81,774.51,366995,3440.09,1.07,178.72,0.36,110.81,-0.47,3729.62,0.97,0.1,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5426695,-0.25239423,2012/7/11,771.58,785.53,770.95,783.57,472921,3445.66,3.44,179.08,0.36,111.12,0.3,3735.86,4.1,2.14,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.553762,-0.19573966,2012/7/12,783.44,784.42,775.05,775.05,549754,3442.25,-4.2,180.75,1.67,113.12,1.99,3736.11,-0.53,-2.99,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5452648,-0.23337093,2012/7/13,775.56,782.15,773.34,776.26,459208,3443.51,0.92,181.27,0.52,115.35,2.23,3740.13,3.67,-0.78,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.53942484,-0.23552224,2012/7/16,780.21,780.74,772.91,774.65,370310,3445.02,0.7,181.78,0.51,116.38,1.03,3743.17,2.24,0.35,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.53846866,-0.25123215,2012/7/17,773.24,784.4,773.24,783.61,440867,3449.21,3.94,182.59,0.81,116.34,-0.04,3748.14,4.71,1.17,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5364768,-0.19654047,2012/7/18,784.74,784.74,772.21,773.27,374066,3447.02,-2.23,183.13,0.54,115.65,-0.69,3745.8,-2.38,-1.31,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5426287,-0.28734058,2012/7/19,778.82,784.7,777.33,781.6,419526,3452.8,6.38,183.71,0.58,116.59,0.94,3753.09,7.89,3.7,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5366728,-0.25322953,2012/7/20,779.88,784.73,779.88,784.73,253595,3456.01,2.99,183.73,0.02,116.2,-0.39,3755.93,2.63,2.74,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5286848,-0.16656339,2012/7/23,778.01,778.01,768.82,772.94,358092,3451.65,-4.14,183.64,-0.09,116.2,0.01,3751.49,-4.23,-3.11,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5372034,-0.24575835,2012/7/24,770.08,774.56,769.11,773.89,302297,3453.4,1.56,183.87,0.23,117.99,1.78,3755.25,3.58,0.78,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.52831846,-0.20493674,2012/7/25,767.69,778.13,765.45,772.3,440227,3447.96,-4.49,183.99,0.12,118.43,0.43,3750.38,-3.93,0.95,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.53850156,-0.19601193,2012/7/26,775.25,782.52,772.48,776.64,536150,3444.84,-3.45,184.95,0.96,119.41,0.99,3749.21,-1.5,-2.18,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5376076,-0.29131967,2012/7/27,784.6,790.77,782.24,790.77,560932,3454.6,9.23,185.11,0.16,120.07,0.65,3759.78,10.04,4.43,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5345382,-0.25303656,2012/7/30,794.51,804.87,793.75,795.01,820380,3458.88,2.81,186.43,1.31,119.66,-0.41,3764.97,3.72,1.39,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.54888564,-0.32586113,2012/7/31,794.98,805.36,793.56,805.36,754329,3470.97,11.4,186.67,0.24,122.65,2.97,3780.29,14.61,5.7,1.7611450000000002,-0.44,4.26,116.11,11.922448,5350711
0.5705784,-0.24766216,2012/8/1,802.94,805.85,799.44,803.78,511596,3473.79,1.4,187.96,1.29,125.58,2.9,3787.33,5.58,0.9,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.56770056,-0.18163788,2012/8/3,798.01,798.68,793.75,794.96,539698,3472.59,-1.06,187.85,-0.11,128.12,2.53,3788.55,1.36,-4.45,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.56356543,-0.26914236,2012/8/6,803.72,808.65,803.72,805.49,836962,3482.35,9.23,188.23,0.38,129.3,1.18,3799.87,10.79,2.3,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.57151157,-0.25826034,2012/8/7,807.6,810.91,804.03,807.57,794202,3488.28,6.75,188.33,0.1,127.65,-1.65,3804.25,5.2,1.58,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.57349926,-0.25829008,2012/8/8,809.9,812.54,804.71,807.45,789657,3495.21,6.5,188.27,-0.05,125.45,-2.19,3808.94,4.25,1.41,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5762697,-0.30896038,2012/8/9,807.97,819.89,806.68,819.89,1023541,3508.9,13.29,188.97,0.7,121.55,-3.99,3819.42,9.99,3.0,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5739344,-0.2341483,2012/8/10,818.65,818.65,810.38,813.91,621609,3518.44,4.87,188.1,-0.87,117.85,-3.7,3824.39,0.3,-0.68,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5803794,-0.22690442,2012/8/13,818.07,818.07,808.66,809.99,471884,3520.67,1.88,187.81,-0.28,118.08,0.23,3826.57,1.83,-0.93,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5824669,-0.17383704,2012/8/14,809.2,815.96,806.64,808.57,696747,3518.27,-1.44,187.5,-0.32,121.32,3.24,3827.09,1.48,-4.36,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5817068,-0.24676159,2012/8/15,808.33,810.04,803.79,806.45,583752,3527.99,6.13,186.97,-0.53,121.46,0.12,3836.42,5.72,-0.87,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.57152766,-0.16813278,2012/8/16,807.9,812.32,804.06,809.19,589850,3526.72,-0.37,186.49,-0.48,119.28,-2.22,3832.48,-3.07,-4.98,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5743399,-0.16435999,2012/8/17,809.89,809.89,803.62,804.27,513328,3523.57,-2.27,186.13,-0.36,117.81,-1.47,3827.5,-4.1,-4.0,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.58134645,-0.21265656,2012/8/20,804.99,805.99,800.34,800.34,305408,3523.26,-0.36,185.92,-0.21,117.23,-0.6,3826.41,-1.17,-1.35,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5789133,-0.3083427,2012/8/21,803.38,813.6,803.38,812.07,561381,3502.36,11.33,185.8,-0.12,116.89,-0.35,3805.04,10.86,4.87,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.59016854,-0.18486646,2012/8/22,813.48,814.81,809.84,814.81,426489,3504.03,-2.49,186.04,0.24,116.69,-0.2,3806.76,-2.44,-2.6,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.594248,-0.20770094,2012/8/23,815.23,819.33,813.04,816.3,417446,3502.54,-0.77,186.67,0.63,117.13,0.42,3806.34,0.28,-2.5,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5819,-0.1508019,2012/8/24,814.18,814.18,810.21,811.02,423303,3499.72,-3.55,186.64,-0.03,117.13,-0.01,3803.5,-3.59,-5.07,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.58284193,-0.2031225,2012/8/27,812.77,815.19,807.64,808.05,358211,3498.39,-0.77,186.61,-0.03,116.45,-0.74,3801.45,-1.54,-1.86,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.57999355,-0.17813691,2012/8/28,805.35,805.67,796.53,796.53,395308,3512.21,-2.17,186.62,0.0,115.84,-0.65,3814.66,-2.81,-3.29,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.58054346,-0.21264118,2012/8/29,797.29,800.82,797.29,798.02,367338,3522.16,0.82,185.93,-0.68,115.72,-0.15,3823.81,-0.02,-1.56,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.58050954,-0.15382981,2012/8/30,793.85,795.65,788.38,790.41,598322,3543.04,-2.19,185.56,-0.37,114.4,-1.42,3842.99,-3.98,-4.0,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.58810514,-0.22915024,2012/8/31,791.93,795.91,790.86,794.84,451738,3548.11,2.57,185.21,-0.35,114.07,-0.35,3847.38,1.87,-0.26,-2.099738,-4.0,4.27,109.85,10.567565,5365315
0.5795359,-0.17068055,2012/9/3,798.88,799.87,793.61,796.19,364904,3546.29,-2.09,184.95,-0.25,113.54,-0.56,3844.78,-2.9,-2.3,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.57774526,-0.17008135,2012/9/4,796.79,796.85,790.46,791.83,332387,3544.44,-0.98,183.83,-1.12,112.91,-0.71,3841.18,-2.81,-2.37,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5918088,-0.07020521,2012/9/5,789.19,789.19,781.35,781.85,922380,3539.83,-4.94,182.4,-1.43,112.35,-0.63,3834.58,-7.0,-5.8,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5830628,-0.15749079,2012/9/6,782.83,788.05,781.53,783.05,401511,3538.61,-2.66,181.71,-0.68,111.94,-0.42,3832.26,-3.75,-2.81,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5767706,-0.24593925,2012/9/7,794.55,796.51,791.69,791.81,455138,3540.75,2.53,181.6,-0.12,111.8,-0.18,3834.15,2.24,1.08,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.58721274,-0.10696161,2012/9/10,792.14,797.44,792.14,794.43,398332,3538.1,-5.17,181.2,-0.4,111.21,-0.67,3830.51,-6.23,-4.72,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.58733493,-0.14249665,2012/9/11,795.4,796.27,792.18,793.56,304356,3535.18,-3.44,181.12,-0.08,110.51,-0.82,3826.81,-4.34,-3.24,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.6050401,-0.009664595,2012/9/12,796.68,803.52,796.05,800.88,679051,3524.44,-9.6,181.42,0.3,111.26,0.7,3817.11,-8.6,-9.38,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5862047,-0.18733665,2012/9/13,802.28,805.21,801.02,801.92,471710,3522.26,-0.69,181.77,0.35,111.59,0.28,3815.62,-0.05,-2.65,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.57167023,-0.38406667,2012/9/14,812.28,832.43,811.03,831.47,1427583,3536.43,11.0,182.3,0.52,114.83,3.1,3833.56,14.62,8.05,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5811288,-0.22539145,2012/9/17,836.52,850.93,836.52,841.61,1522477,3541.1,3.78,184.8,2.51,115.92,0.97,3841.83,7.26,-5.04,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5908069,-0.14921531,2012/9/18,838.11,841.75,832.78,838.79,862385,3542.94,0.41,185.25,0.44,112.19,-3.76,3840.38,-2.9,-3.16,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.57354444,-0.24443528,2012/9/19,839.88,846.65,839.88,844.26,825940,3558.72,6.47,184.95,-0.31,109.75,-2.55,3853.42,3.62,0.77,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.58995646,-0.13461602,2012/9/20,846.25,851.99,835.64,838.61,745388,3563.01,0.22,184.44,-0.5,108.89,-0.96,3856.34,-1.24,-4.63,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.56724197,-0.2832828,2012/9/21,840.47,842.51,836.51,840.32,513009,3567.36,4.79,185.03,0.59,109.55,0.62,3861.93,6.0,1.67,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5811054,-0.1861659,2012/9/24,841.76,841.76,833.41,840.89,477670,3570.3,0.77,184.88,-0.15,109.16,-0.47,3864.34,0.14,-1.98,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5643223,-0.289599,2012/9/25,841.48,843.24,836.7,837.96,432984,3591.38,8.32,184.86,-0.02,108.32,-0.9,3884.56,7.41,2.07,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.57705194,-0.20207575,2012/9/26,835.42,838.33,829.38,831.96,470887,3594.06,3.51,184.45,-0.41,108.02,-0.36,3886.53,2.74,-2.27,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5708849,-0.25387323,2012/9/27,830.72,834.4,829.31,832.76,523299,3599.15,6.14,184.12,-0.33,107.96,-0.15,3891.23,5.65,0.23,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.5973708,-0.22038722,2012/9/28,833.59,834.77,827.16,831.24,457201,3603.41,3.9,168.1,-0.04,107.41,-0.59,3878.92,3.27,-1.3,-2.960894,1.44,4.28,93.08,9.481569,5373751
0.6575759,-0.2079002,2012/10/1,829.24,830.23,822.92,825.27,290997,3605.89,1.73,168.15,0.05,106.54,-0.87,3880.58,0.9,-2.51,5.362236,0.59,4.28,120.38,9.261934,5385210
0.65985197,-0.23970452,2012/10/2,829.47,831.83,826.35,830.2,317545,3608.39,2.71,168.06,-0.09,106.59,-0.03,3883.04,2.58,-0.81,5.362236,0.59,4.28,120.38,9.261934,5385210
0.66107637,-0.16169497,2012/10/3,831.19,831.19,822.91,823.68,331432,3605.55,-1.95,167.58,-0.47,106.66,0.02,3879.8,-2.41,-4.42,5.362236,0.59,4.28,120.38,9.261934,5385210
0.66060764,-0.25699216,2012/10/4,825.91,832.67,822.51,831.65,457042,3609.77,4.14,167.27,-0.31,106.88,0.05,3883.92,3.88,0.38,5.362236,0.59,4.28,120.38,9.261934,5385210
0.6930732,-0.20381239,2012/10/5,832.76,842.7,832.14,836.75,751566,3607.2,-1.46,168.24,0.97,107.92,1.04,3883.36,0.55,-2.46,5.362236,0.59,4.28,120.38,9.261934,5385210
0.66161484,-0.2023972,2012/10/8,840.48,840.55,827.4,827.54,419050,3607.26,0.35,168.34,0.1,106.97,-1.11,3882.58,-0.66,-2.06,5.362236,0.59,4.28,120.38,9.261934,5385210
0.66464597,-0.26557225,2012/10/9,828.99,836.72,828.79,828.79,602322,3653.56,4.84,168.58,0.25,106.83,-0.18,3928.98,4.9,0.48,5.362236,0.59,4.28,120.38,9.261934,5385210
0.66446584,-0.09573823,2012/10/11,821.75,823.41,813.74,813.74,534833,3645.4,-7.14,168.1,-0.49,106.55,-0.34,3920.05,-7.96,-6.17,5.362236,0.59,4.28,120.38,9.261934,5385210
0.6564627,-0.13089108,2012/10/12,815.43,817.28,804.85,809.22,434193,3641.38,-4.7,168.09,0.0,105.49,-1.18,3914.96,-5.89,-4.59,5.362236,0.59,4.28,120.38,9.261934,5385210
0.6543367,-0.04339114,2012/10/15,809.18,809.83,803.44,807.98,533722,3615.62,-23.59,167.95,-0.15,105.56,-0.05,3889.12,-23.79,-0.74,5.362236,0.59,4.28,120.38,9.261934,5385210
0.6505384,-0.23865193,2012/10/16,809.75,813.16,809.07,812.91,301235,3617.59,1.11,168.0,0.06,105.05,-0.57,3890.64,0.6,0.3,5.362236,0.59,4.28,120.38,9.261934,5385210
0.65932494,-0.15054363,2012/10/17,817.56,818.34,807.14,809.97,417585,3612.4,-4.25,167.82,-0.19,104.73,-0.45,3884.95,-4.89,-3.62,5.362236,0.59,4.28,120.38,9.261934,5385210
0.65595776,-0.21538532,2012/10/18,811.54,813.31,809.06,811.52,360343,3606.93,-0.77,168.05,0.24,104.55,-0.26,3879.53,-0.79,-0.89,5.362236,0.59,4.28,120.38,9.261934,5385210
0.6532242,-0.16671202,2012/10/19,812.05,812.06,804.2,804.2,409420,3600.95,-3.74,167.96,-0.09,104.47,-0.2,3873.37,-4.03,-2.98,5.362236,0.59,4.28,120.38,9.261934,5385210
0.64149815,-0.17947203,2012/10/22,795.97,800.23,793.55,798.79,320037,3599.35,-1.75,167.42,-0.53,104.05,-0.5,3870.82,-2.79,-2.75,5.362236,0.59,4.28,120.38,9.261934,5385210
0.63945335,-0.17034507,2012/10/23,798.55,798.55,792.82,794.07,259735,3595.08,-2.73,167.17,-0.26,103.48,-0.65,3865.73,-3.63,-3.17,5.362236,0.59,4.28,120.38,9.261934,5385210
0.64524883,-0.17999187,2012/10/24,788.46,798.25,786.71,793.6,336549,3591.13,-3.85,167.04,-0.12,103.97,0.49,3862.14,-3.48,-2.69,5.362236,0.59,4.28,120.38,9.261934,5385210
0.64358646,-0.17999059,2012/10/25,796.29,797.0,788.08,788.13,301602,3585.32,-4.04,167.31,0.27,103.88,-0.1,3856.51,-3.87,-2.37,5.362236,0.59,4.28,120.38,9.261934,5385210
0.63840693,-0.13612482,2012/10/26,789.87,790.2,764.83,764.83,623790,3600.75,-3.47,166.7,-0.61,102.69,-1.19,3870.14,-5.27,-4.06,5.362236,0.59,4.28,120.38,9.261934,5385210
0.63048226,-0.19910252,2012/10/29,764.96,769.38,759.94,760.21,368050,3599.84,-0.77,165.94,-0.76,102.76,0.06,3868.53,-1.47,-1.83,5.362236,0.59,4.28,120.38,9.261934,5385210
0.6371315,-0.20839,2012/10/30,764.76,773.16,764.76,771.32,366495,3600.07,-2.86,166.02,0.07,102.92,0.14,3869.01,-2.64,-0.21,5.362236,0.59,4.28,120.38,9.261934,5385210
0.63365954,-0.18985865,2012/10/31,773.32,773.43,763.22,765.29,309151,3596.19,-2.67,166.13,0.11,102.62,-0.31,3864.94,-2.87,-1.64,5.362236,0.59,4.28,120.38,9.261934,5385210
0.7030846,-0.110117674,2012/11/1,760.32,765.8,750.7,764.64,410232,3589.33,-5.45,166.12,-0.01,102.54,-0.07,3858.0,-5.54,-3.66,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6735799,-0.24928537,2012/11/2,771.68,779.43,767.77,779.43,381875,3592.59,3.66,166.4,0.27,102.67,0.1,3861.66,4.03,2.95,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6888899,-0.17855617,2012/11/5,776.26,776.26,769.29,771.86,287841,3590.69,-1.83,166.33,-0.06,102.68,-0.03,3859.7,-1.92,-0.58,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6832252,-0.202106,2012/11/6,774.88,778.4,771.41,778.23,279678,3591.32,0.88,166.22,-0.12,102.83,0.12,3860.36,0.89,0.08,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.68924946,-0.19144729,2012/11/7,780.43,788.26,779.23,787.98,422264,3592.4,1.04,166.22,0.01,103.08,0.15,3861.7,1.2,-0.08,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.69984585,-0.071870655,2012/11/8,777.98,777.98,771.21,776.16,406483,3586.26,-5.54,165.91,-0.32,101.7,-1.52,3853.86,-7.38,-5.44,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.7088367,-0.099864304,2012/11/9,772.26,781.23,766.09,780.45,398805,3580.5,-5.28,165.97,0.06,102.25,0.53,3848.72,-4.7,-4.46,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.68395466,-0.19474119,2012/11/12,781.55,781.55,775.91,777.78,242373,3579.77,-0.35,166.06,0.09,102.35,0.08,3848.17,-0.17,-0.15,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6921536,-0.067848444,2012/11/13,776.92,777.35,763.21,764.07,381558,3572.28,-7.52,165.55,-0.5,102.22,-0.13,3840.05,-8.16,-5.6,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.67407805,-0.17345387,2012/11/14,762.63,768.0,760.75,767.62,235895,3570.03,-1.44,164.97,-0.59,102.07,-0.15,3837.06,-2.17,-1.13,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6872552,-0.12364945,2012/11/15,762.58,764.74,754.92,760.67,310313,3566.07,-3.98,164.88,-0.08,102.35,0.28,3833.3,-3.79,-4.0,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.673655,-0.13484392,2012/11/16,760.67,766.73,758.13,759.37,305225,3562.27,-3.61,163.91,-0.97,102.17,-0.19,3828.36,-4.77,-3.47,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6922787,-0.1570682,2012/11/19,761.8,767.69,761.8,763.03,372681,3560.34,-1.83,163.95,0.04,102.48,0.3,3826.77,-1.49,-2.53,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6867227,-0.17088312,2012/11/20,769.4,770.54,766.49,767.84,234257,3559.84,-0.29,164.09,0.14,102.35,-0.14,3826.27,-0.29,-2.68,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6936874,-0.13369069,2012/11/21,768.33,770.25,755.88,758.16,322771,3554.65,-5.33,164.53,0.44,102.36,0.0,3821.54,-4.88,-2.71,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.66158265,-0.22115526,2012/11/22,762.92,772.8,762.92,766.74,342756,3558.53,3.73,162.76,-1.77,102.91,0.54,3824.19,2.5,-0.36,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.65302914,-0.3296478,2012/11/23,773.38,790.05,773.38,790.05,646435,3569.84,11.5,163.36,0.6,103.27,0.22,3836.47,12.32,7.61,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.68304867,-0.26429453,2012/11/26,796.75,801.18,795.59,801.18,608407,3574.58,4.65,164.18,0.82,103.84,0.55,3842.6,6.02,4.11,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.67369384,-0.287105,2012/11/27,804.67,806.5,801.04,806.07,535520,3580.92,7.11,164.57,0.39,104.7,0.81,3850.19,8.32,4.57,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.68489295,-0.25066912,2012/11/28,807.45,808.07,801.07,808.07,420356,3585.3,4.44,165.12,0.55,104.49,-0.23,3854.92,4.76,2.81,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6790835,-0.29738367,2012/11/29,811.38,815.17,809.51,809.72,643606,3594.23,8.86,165.46,0.34,105.31,0.82,3865.0,10.02,4.91,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.6740913,-0.3279892,2012/11/30,810.81,819.33,810.21,819.33,783328,3607.82,13.42,165.52,0.06,105.35,0.02,3878.69,13.5,6.72,-0.381056,0.19,4.24,163.18,8.895912,5403458
0.63617903,-0.29409772,2012/12/3,819.6,827.94,816.46,822.25,571987,3613.98,5.63,165.56,0.04,106.71,1.36,3886.25,7.03,1.68,-3.399892,4.3,4.24,116.02,7.3307410000000015,5420331
